name,phi,theta,dcosx,dcosy,dcosz
LOGME,4.88733,1.03072,0.149274,-0.844577,0.514205
LOGME,5.74139,1.96469,0.791172,-0.476186,-0.383788
LOGME,3.07085,0.210282,-0.208214,0.0147546,0.977972
LOGME,0.990295,0.32545,0.175357,0.267359,0.947507
LOGME,3.15439,1.47044,-0.994888,-0.0127318,0.100183
LOGME,2.73187,1.7972,-0.893823,0.388188,-0.224479
LOGME,3.4229,0.960054,-0.787023,-0.227423,0.573476
LOGME,5.88645,2.8808,0.237816,-0.0996333,-0.966187
LOGME,3.21838,2.87081,-0.266701,-0.0205201,-0.963561
LOGME,2.06373,0.387842,-0.178964,0.333167,0.925728
LOGME,4.08806,2.26436,-0.449501,-0.62391,-0.639285
LOGME,3.20275,3.13791,-0.00367526,-0.000225054,-0.999993
LOGME,3.11489,1.37781,-0.981086,0.0262039,0.191789
LOGME,4.36021,2.0666,-0.30341,-0.825599,-0.47574
LOGME,3.68227,2.72497,-0.346951,-0.208294,-0.914461
LOGME,0.961454,0.150174,0.0856259,0.122684,0.988745
LOGME,5.36301,1.74665,0.596343,-0.783433,-0.174953
LOGME,5.35348,0.761445,0.412649,-0.55297,0.72384
LOGME,3.06326,1.84482,-0.959738,0.0753322,-0.270609
LOGME,1.96957,2.78391,-0.13594,0.322631,-0.936712
LOGME,5.72282,3.02966,0.0946136,-0.0593661,-0.993742
LOGME,0.681294,1.89879,0.735349,0.596223,-0.322148
LOGME,5.55066,2.97615,0.122442,-0.110134,-0.986346
LOGME,5.09108,1.78233,0.361467,-0.908437,-0.209963
LOGME,1.83205,1.89306,-0.244999,0.916334,-0.316714
LOGME,3.10292,0.462486,-0.44584,0.0172515,0.894946
LOGME,1.25548,2.83086,0.0948205,0.290681,-0.95211
LOGME,5.69631,0.0369438,0.0307552,-0.0204534,0.999318
LOGME,4.63041,2.53988,-0.0463516,-0.564157,-0.824365
LOGME,0.0560626,0.923601,0.796524,0.0447021,0.602952
LOGME,4.46914,0.285927,-0.067934,-0.273743,0.959401
LOGME,1.50357,2.47333,0.0416217,0.61822,-0.784902
LOGME,3.76739,1.64831,-0.808063,-0.583984,-0.0774382
LOGME,1.79683,2.09245,-0.194309,0.844944,-0.498311
LOGME,4.62544,1.08181,-0.0766612,-0.879474,0.469733
LOGME,2.10549,2.96373,-0.0901587,0.152234,-0.984224
LOGME,2.82408,1.58358,-0.949936,0.312182,-0.0127814
LOGME,0.981576,2.95438,0.10343,0.154736,-0.982527
LOGME,0.442746,2.80263,0.300449,0.142455,-0.9431
LOGME,3.15029,0.237116,-0.234892,-0.00204259,0.972019
LOGME,2.13996,2.34511,-0.385282,0.602198,-0.699225
LOGME,4.18496,1.36316,-0.492505,-0.845542,0.206148
LOGME,2.40024,0.569258,-0.397549,0.363984,0.842301
LOGME,4.37653,0.0953366,-0.0313739,-0.0898735,0.995459
LOGME,3.51493,2.81505,-0.298673,-0.116994,-0.947157
LOGME,5.05512,1.15455,0.307362,-0.861419,0.404334
LOGME,0.219588,2.5709,0.527244,0.117674,-0.841526
LOGME,4.64468,1.65946,-0.0673941,-0.993789,-0.088549
LOGME,0.853893,0.724648,0.435542,0.499702,0.748733
LOGME,5.09777,1.61961,0.375464,-0.925552,-0.0487939
LOGME,3.15597,0.721719,-0.660608,-0.00949818,0.750671
LOGME,2.69405,0.0397286,-0.0358065,0.0171881,0.999211
LOGME,1.73239,1.32034,-0.155873,0.956179,0.247843
LOGME,5.01857,0.397456,0.11667,-0.369073,0.922049
LOGME,5.03936,2.26779,0.24627,-0.726152,-0.641914
LOGME,0.955761,2.57536,0.309528,0.438151,-0.843929
LOGME,6.07614,0.290029,0.279872,-0.0587886,0.958236
LOGME,2.94047,0.740368,-0.660962,0.134759,0.73822
LOGME,6.26833,2.67708,0.447936,-0.00665467,-0.894041
LOGME,0.766789,2.96358,0.127521,0.122861,-0.984197
LOGME,5.97601,2.38075,0.657253,-0.208493,-0.724257
LOGME,0.460302,0.832674,0.662741,0.328603,0.6729
LOGME,5.1471,2.19603,0.341474,-0.735412,-0.58529
LOGME,0.475032,2.83816,0.265714,0.13666,-0.954317
LOGME,4.70839,3.01612,-0.000500297,-0.12514,-0.992139
LOGME,5.21683,0.490535,0.22769,-0.41242,0.882081
LOGME,5.2149,1.72638,0.475806,-0.865793,-0.154955
LOGME,1.28112,1.49943,0.284913,0.955898,0.0713033
LOGME,5.33475,2.34975,0.414857,-0.578218,-0.702537
LOGME,4.01535,2.32142,-0.469432,-0.560693,-0.682097
LOGME,2.68281,1.9174,-0.843276,0.416519,-0.339701
LOGME,4.90139,1.44365,0.186357,-0.974265,0.126805
LOGME,4.92246,1.42194,0.206227,-0.9672,0.148305
LOGME,2.31381,1.25914,-0.643919,0.700959,0.306633
LOGME,2.53007,0.583885,-0.451364,0.316493,0.834327
LOGME,2.38649,0.64135,-0.435666,0.410038,0.801289
LOGME,3.09202,0.907836,-0.787206,0.0390524,0.615453
LOGME,4.03136,1.34338,-0.613379,-0.756924,0.225461
LOGME,5.58469,2.45081,0.487926,-0.409725,-0.770748
LOGME,2.23324,1.47229,-0.612061,0.784671,0.0983498
LOGME,0.604537,0.00976527,0.0080344,0.00555031,0.999952
LOGME,0.0192924,1.21059,0.935648,0.0180531,0.352471
LOGME,4.83176,0.728844,0.0793159,-0.661268,0.745945
LOGME,3.08812,2.25603,-0.773165,0.0413851,-0.632853
LOGME,6.18881,2.74165,0.38763,-0.0366935,-0.921084
LOGME,5.37632,1.46802,0.612966,-0.78342,0.102599
LOGME,6.13124,0.863187,0.751163,-0.115019,0.650019
LOGME,0.712619,1.80288,0.736366,0.636289,-0.230002
LOGME,0.581733,2.08904,0.725801,0.477321,-0.495356
LOGME,1.52498,2.21178,0.0367121,0.800667,-0.597983
LOGME,1.87817,0.24729,-0.0740593,0.233305,0.969579
LOGME,3.06801,1.15973,-0.914213,0.0673951,0.39959
LOGME,2.34231,3.02542,-0.0808178,0.0830942,-0.993259
LOGME,5.81104,2.5559,0.492303,-0.251406,-0.833327
LOGME,4.33053,0.840259,-0.27755,-0.691171,0.66727
LOGME,0.277537,2.52317,0.557563,0.158844,-0.814796
LOGME,5.08603,2.23633,0.287111,-0.732318,-0.617477
LOGME,5.67161,0.269055,0.217639,-0.152624,0.964022
LOGME,4.00765,1.40216,-0.638643,-0.750976,0.16784
LOGME,0.0711256,2.80109,0.333118,0.0237333,-0.942586
LOGME,2.07765,2.16137,-0.403207,0.726196,-0.556834
LOGME,5.4434,2.83722,0.200082,-0.223122,-0.954036
LOGME,3.68672,0.10537,-0.089931,-0.0545357,0.994454
LOGME,5.41796,2.32794,0.471305,-0.553272,-0.686849
LOGME,5.90005,2.30235,0.690183,-0.278178,-0.66803
LOGME,1.14621,3.05591,0.0352528,0.077978,-0.996332
LOGME,2.26558,1.19774,-0.596181,0.715356,0.364465
LOGME,3.22927,2.83907,-0.296786,-0.0260889,-0.954588
LOGME,0.330052,3.13959,0.00189175,0.00064808,-0.999998
LOGME,2.22993,2.61951,-0.305412,0.394221,-0.866783
LOGME,4.01369,0.340057,-0.214542,-0.255385,0.942736
LOGME,1.2754,2.6462,0.138392,0.454784,-0.879783
LOGME,5.38379,1.48935,0.620024,-0.780353,0.0813574
LOGME,4.4475,2.83449,-0.0791425,-0.29175,-0.953215
LOGME,2.48641,0.832159,-0.586287,0.450511,0.673281
LOGME,2.92451,0.404364,-0.3842,0.0847393,0.919353
LOGME,1.81742,0.299839,-0.0721083,0.286429,0.955384
LOGME,4.45974,1.85564,-0.239901,-0.929237,-0.281008
LOGME,5.32008,2.51182,0.336279,-0.483519,-0.808162
LOGME,6.20776,1.61949,0.995975,-0.0752645,-0.048674
LOGME,4.0811,1.84791,-0.567672,-0.776468,-0.273579
LOGME,2.64698,1.00405,-0.74254,0.400476,0.536892
LOGME,3.00194,2.3505,-0.704199,0.098984,-0.703069
LOGME,4.37285,2.35907,-0.234828,-0.664814,-0.709139
LOGME,3.03277,3.03896,-0.101847,0.0111276,-0.994738
LOGME,0.718791,0.197222,0.147469,0.129026,0.980615
LOGME,0.875621,2.06811,0.562931,0.674918,-0.477069
LOGME,4.76511,0.45785,0.0232922,-0.441406,0.897005
LOGME,4.34993,2.62257,-0.175882,-0.463804,-0.868304
LOGME,5.52777,0.188009,0.136063,-0.12814,0.982378
LOGME,1.74549,0.640079,-0.10381,0.588168,0.802048
LOGME,4.50952,2.80417,-0.066702,-0.324266,-0.943611
LOGME,0.409617,0.880606,0.707332,0.307107,0.636684
LOGME,1.28789,2.22801,0.221,0.760229,-0.61091
LOGME,5.75436,1.48713,0.860379,-0.502757,0.0835697
LOGME,0.602632,1.93269,0.770485,0.5301,-0.354043
LOGME,2.97293,1.08894,-0.873561,0.148752,0.463426
LOGME,4.14827,2.22032,-0.425798,-0.67298,-0.60481
LOGME,4.75927,0.552347,0.0245911,-0.52411,0.851296
LOGME,1.45218,0.74798,0.080486,0.67538,0.733065
LOGME,5.46269,2.54339,0.383992,-0.411939,-0.826352
LOGME,5.56437,2.24384,0.588469,-0.514898,-0.623365
LOGME,4.08959,0.607058,-0.332752,-0.46335,0.82133
LOGME,5.50031,1.24775,0.672218,-0.668839,0.317456
LOGME,4.84141,0.877768,0.098985,-0.762921,0.638869
LOGME,5.40465,0.583411,0.35161,-0.424067,0.834589
LOGME,3.23468,0.571382,-0.538454,-0.05027,0.841154
LOGME,6.16592,0.029857,0.0296476,-0.0034926,0.999554
LOGME,3.31206,1.37747,-0.967146,-0.166484,0.192122
LOGME,0.0298467,1.68229,0.993349,0.029657,-0.111258
LOGME,4.65652,0.644308,-0.0335388,-0.599708,0.799516
LOGME,2.218,0.538711,-0.309334,0.409282,0.858371
LOGME,0.766057,1.66932,0.717154,0.689937,-0.0983692
LOGME,2.36873,3.07591,-0.0469898,0.0458266,-0.997844
LOGME,5.18187,2.56642,0.24611,-0.485123,-0.839098
LOGME,1.02829,2.03344,0.462013,0.766386,-0.446315
LOGME,1.20239,1.35534,0.351798,0.911334,0.213795
LOGME,5.2196,0.855072,0.366552,-0.659612,0.656164
LOGME,2.07476,0.788159,-0.342405,0.620903,0.705152
LOGME,0.0221667,0.341665,0.334974,0.00742648,0.942198
LOGME,0.036019,0.78086,0.703434,0.0253479,0.710309
LOGME,3.77637,1.51763,-0.804068,-0.592158,0.0531389
LOGME,4.89916,2.08278,0.16188,-0.856612,-0.489908
LOGME,0.977466,1.24721,0.530108,0.786055,0.317967
LOGME,2.55654,0.132254,-0.109936,0.072824,0.991267
LOGME,1.78961,2.29602,-0.162447,0.73051,-0.663299
LOGME,0.386186,0.746064,0.628765,0.255658,0.734366
LOGME,2.45841,0.0657782,-0.0509788,0.0414933,0.997837
LOGME,5.45969,1.6117,0.679091,-0.732915,-0.0408881
LOGME,6.15168,2.82505,0.308596,-0.0408167,-0.950317
LOGME,3.38207,2.74145,-0.378342,-0.0927789,-0.921005
LOGME,5.24296,2.66787,0.230849,-0.39348,-0.889878
LOGME,2.28564,1.23535,-0.618966,0.713103,0.329188
LOGME,1.04951,0.88379,0.385025,0.670458,0.634225
LOGME,1.29664,0.200461,0.0539084,0.191685,0.979975
LOGME,4.4326,2.05003,-0.245043,-0.852841,-0.461103
LOGME,4.73133,0.775109,0.0132556,-0.699669,0.714345
LOGME,0.324837,0.0485414,0.0459847,0.0154861,0.998822
LOGME,3.24322,1.45047,-0.987647,-0.100722,0.120038
LOGME,0.0688707,1.12263,0.899107,0.0620202,0.433314
LOGME,4.31252,2.7573,-0.145949,-0.345333,-0.927062
LOGME,5.78439,2.27121,0.67142,-0.36575,-0.644533
LOGME,5.24619,1.59226,0.508694,-0.86068,-0.021461
LOGME,4.94653,0.727187,0.154231,-0.646632,0.747048
LOGME,1.78835,0.958719,-0.176658,0.799164,0.574569
LOGME,2.06875,0.46231,-0.213032,0.391852,0.895025
LOGME,0.00369077,2.28635,0.754727,0.00278553,-0.656033
LOGME,4.34759,1.46297,-0.354693,-0.928769,0.107616
LOGME,4.98355,0.810802,0.194148,-0.698355,0.688917
LOGME,0.601772,0.178663,0.146496,0.100605,0.984082
LOGME,2.85194,0.622707,-0.558941,0.166583,0.812303
LOGME,2.19524,2.5495,-0.32629,0.452783,-0.829773
LOGME,1.48164,3.06411,0.00689217,0.0771007,-0.996999
LOGME,6.16518,1.2381,0.938593,-0.111275,0.32659
LOGME,1.95549,0.915161,-0.297467,0.734728,0.609663
LOGME,4.69613,1.03621,-0.0139901,-0.860367,0.509484
LOGME,4.90174,0.136294,0.0255748,-0.133444,0.990726
LOGME,1.47995,1.36189,0.0887506,0.974225,0.207386
LOGME,5.70345,0.0804119,0.0672009,-0.0440021,0.996769
LOGME,0.653456,0.320657,0.250257,0.191615,0.949029
LOGME,5.21799,1.70162,0.480195,-0.867408,-0.130448
LOGME,3.5685,2.15289,-0.760344,-0.345871,-0.549772
LOGME,2.83387,2.9191,-0.210297,0.066836,-0.97535
LOGME,3.58691,0.527406,-0.45421,-0.216791,0.864115
LOGME,4.79026,2.23449,0.0612787,-0.785336,-0.61603
LOGME,0.166797,3.04287,0.0971958,0.016364,-0.995131
LOGME,3.95318,1.85605,-0.660532,-0.696067,-0.281403
LOGME,5.41559,1.91472,0.608794,-0.718106,-0.337184
LOGME,4.803,2.73547,0.0357464,-0.393431,-0.918659
LOGME,4.38922,3.093,-0.0154243,-0.046055,-0.99882
LOGME,0.86844,0.580924,0.354532,0.418909,0.835956
LOGME,0.257388,1.45154,0.96019,0.252748,0.118972
LOGME,5.55361,0.287367,0.211284,-0.18892,0.958993
LOGME,2.92341,2.30929,-0.721951,0.160068,-0.673176
LOGME,1.10672,0.286986,0.126699,0.253125,0.959101
LOGME,0.934949,2.08638,0.516661,0.699979,-0.493043
LOGME,6.13193,0.20968,0.205771,-0.0313638,0.978097
LOGME,0.579335,0.177526,0.147779,0.0966797,0.984284
LOGME,2.59175,0.290293,-0.244045,0.149571,0.95816
LOGME,1.35738,1.29215,0.203633,0.939615,0.275059
LOGME,0.755329,3.13155,0.0073104,0.00688346,-0.99995
LOGME,3.62935,0.383335,-0.330401,-0.17528,0.927422
LOGME,5.60905,0.0278661,0.0217675,-0.0173925,0.999612
LOGME,3.02075,0.762243,-0.68551,0.0832425,0.723289
LOGME,1.60222,1.57309,-0.0314185,0.999504,-0.00229123
LOGME,1.8091,0.649325,-0.142729,0.587561,0.796492
LOGME,5.78542,2.48521,0.536205,-0.291375,-0.792202
LOGME,4.66127,0.930024,-0.0409598,-0.800587,0.597815
LOGME,0.488195,0.738503,0.594541,0.315744,0.739477
LOGME,6.02306,0.49814,0.461719,-0.12289,0.878473
LOGME,4.20729,1.85575,-0.464379,-0.839838,-0.281113
LOGME,5.37232,1.5184,0.612218,-0.788952,0.0523739
LOGME,3.65503,1.835,-0.840835,-0.474134,-0.261138
LOGME,3.77726,0.611977,-0.462275,-0.341082,0.818514
LOGME,6.05533,2.53907,0.552076,-0.128017,-0.823908
LOGME,2.60405,2.44134,-0.553527,0.329953,-0.764682
LOGME,2.75847,2.3185,-0.680094,0.274107,-0.679954
LOGME,4.37101,0.271732,-0.0898562,-0.252913,0.963307
LOGME,5.64614,0.747161,0.546269,-0.404216,0.733621
LOGME,2.76552,2.03913,-0.82996,0.327725,-0.451401
LOGME,5.93349,1.54781,0.93923,-0.342519,0.0229875
LOGME,4.82313,1.60903,0.110431,-0.993148,-0.0382256
LOGME,3.99517,2.05578,-0.581495,-0.666729,-0.466192
LOGME,0.893914,0.213576,0.132762,0.165226,0.977279
LOGME,0.791288,1.25767,0.668749,0.676674,0.308038
LOGME,0.687589,1.43895,0.766072,0.629168,0.131463
LOGME,4.50045,2.64058,-0.101037,-0.46957,-0.877095
LOGME,5.21265,1.58369,0.479617,-0.877383,-0.012893
LOGME,1.89078,2.27268,-0.240198,0.724869,-0.645654
LOGME,3.38165,1.9196,-0.912832,-0.223443,-0.341776
LOGME,0.890953,1.1649,0.577591,0.714486,0.39484
LOGME,5.28643,3.04632,0.0516582,-0.079882,-0.995465
LOGME,4.44987,1.57599,-0.259507,-0.965727,-0.00519851
LOGME,5.7071,0.136383,0.114016,-0.0740635,0.990714
LOGME,1.0247,0.223296,0.115008,0.189238,0.975173
LOGME,0.210621,0.675153,0.611205,0.13067,0.780611
LOGME,0.144178,2.90063,0.236162,0.0342872,-0.971109
LOGME,5.77973,2.46351,0.549468,-0.302644,-0.778776
LOGME,2.78968,2.37238,-0.652946,0.239757,-0.718456
LOGME,1.37634,0.446302,0.0834038,0.423498,0.902049
LOGME,1.38648,3.12804,0.00248318,0.0133194,-0.999908
LOGME,0.940136,1.28146,0.565167,0.774068,0.285315
LOGME,1.71481,1.01474,-0.121894,0.84055,0.527842
LOGME,4.00691,0.62392,-0.378807,-0.444769,0.811595
LOGME,5.34737,1.28062,0.568366,-0.771424,0.286121
LOGME,2.19771,2.87526,-0.154402,0.213145,-0.964743
LOGME,4.86925,1.57251,0.156222,-0.98772,-0.00170962
LOGME,5.11318,1.44716,0.387168,-0.913724,0.123325
LOGME,3.99727,2.41802,-0.434121,-0.499872,-0.749444
LOGME,0.548269,2.22265,0.67844,0.414341,-0.606664
LOGME,5.50467,2.98465,0.111278,-0.109757,-0.98771
LOGME,4.52237,1.63075,-0.188539,-0.980236,-0.059917
LOGME,4.39219,2.08266,-0.274412,-0.827521,-0.489803
LOGME,2.40704,2.08429,-0.64642,0.583819,-0.49122
LOGME,4.81089,0.0134313,0.00132083,-0.0133658,0.99991
LOGME,6.08844,2.37396,0.681305,-0.134387,-0.719558
LOGME,3.70877,1.77676,-0.825594,-0.5259,-0.204509
LOGME,3.95989,0.00719728,-0.00491903,-0.00525386,0.999974
LOGME,5.11451,2.64543,0.186317,-0.438082,-0.879415
LOGME,1.58705,0.367567,-0.00584189,0.359298,0.933205
LOGME,4.22041,0.891727,-0.36758,-0.685867,0.628069
LOGME,4.97643,1.83115,0.252192,-0.932809,-0.257424
LOGME,4.34345,0.808893,-0.260918,-0.674839,0.6903
LOGME,1.23406,2.66888,0.150436,0.429731,-0.890337
LOGME,1.96268,1.11412,-0.342791,0.829485,0.440963
LOGME,3.17762,0.5871,-0.553589,-0.0199556,0.832551
LOGME,5.05298,1.4383,0.331112,-0.934298,0.132106
LOGME,3.78195,1.98779,-0.733168,-0.546286,-0.405013
LOGME,0.0408905,1.5152,0.99762,0.040816,0.0555653
LOGME,0.521882,0.751083,0.591587,0.3402,0.73095
LOGME,1.68568,0.306472,-0.0345852,0.299708,0.953404
LOGME,3.26011,1.20716,-0.928055,-0.110505,0.355673
LOGME,3.29447,1.16233,-0.907026,-0.139757,0.397204
LOGME,1.55806,1.6042,0.0127303,0.999361,-0.0333972
LOGME,6.06156,0.923264,0.778068,-0.175318,0.60322
LOGME,5.49877,0.790068,0.502822,-0.501836,0.703797
LOGME,4.09795,2.84202,-0.170131,-0.241132,-0.955464
LOGME,2.72678,1.08169,-0.807886,0.355769,0.469838
LOGME,2.34579,0.946037,-0.567538,0.579474,0.584902
LOGME,3.64785,1.04708,-0.757345,-0.419913,0.500101
LOGME,0.0281038,2.13518,0.844587,0.0237423,-0.534892
LOGME,3.61079,2.54472,-0.501315,-0.254143,-0.8271
LOGME,4.94966,1.78536,0.229658,-0.949696,-0.212918
LOGME,1.88459,0.206599,-0.0633187,0.195116,0.978734
LOGME,1.00147,0.872101,0.412755,0.644905,0.643219
LOGME,0.733014,3.00951,0.097872,0.08812,-0.99129
LOGME,3.86702,2.78959,-0.257969,-0.228745,-0.938684
LOGME,5.11662,1.48759,0.391951,-0.916224,0.0831077
LOGME,4.89439,0.580314,0.0992383,-0.539231,0.836291
LOGME,1.99319,1.08202,-0.361943,0.805309,0.469546
LOGME,2.44103,1.44891,-0.758809,0.639864,0.121586
LOGME,0.00587152,2.18812,0.815416,0.00478779,-0.578855
LOGME,2.64921,3.08879,-0.0465055,0.0249478,-0.998606
LOGME,5.85447,2.85614,0.256103,-0.117058,-0.959536
LOGME,5.69161,2.52829,0.477762,-0.320982,-0.817749
LOGME,3.73776,0.660909,-0.507945,-0.344652,0.789434
LOGME,3.46031,1.78129,-0.928678,-0.306431,-0.208943
LOGME,3.88853,0.923968,-0.585551,-0.542156,0.602659
LOGME,1.06008,0.906794,0.384951,0.687037,0.616274
LOGME,2.11546,2.40569,-0.347797,0.574131,-0.741223
LOGME,3.81581,1.26073,-0.743943,-0.594516,0.305123
LOGME,3.00019,0.385513,-0.372281,0.0529958,0.926606
LOGME,5.33835,2.81151,0.189896,-0.262669,-0.946015
LOGME,5.92879,0.655346,0.571562,-0.211488,0.792837
LOGME,5.77183,3.11749,0.0210173,-0.0117937,-0.99971
LOGME,3.08688,2.48605,-0.60868,0.0333361,-0.792715
LOGME,0.796867,1.48527,0.696396,0.712556,0.0854257
LOGME,5.85288,1.26503,0.866684,-0.397799,0.301024
LOGME,5.57436,0.077175,0.0585274,-0.0501869,0.997023
LOGME,4.78957,0.0496304,0.00382504,-0.0494624,0.998769
LOGME,4.95297,2.79891,0.0800614,-0.326339,-0.941856
LOGME,1.90386,0.760122,-0.225265,0.651146,0.724752
LOGME,0.0377331,2.2611,0.770507,0.0290874,-0.636768
LOGME,4.91131,2.68237,0.0875892,-0.434509,-0.896399
LOGME,4.51397,1.63695,-0.196684,-0.978236,-0.0661064
LOGME,5.57965,1.3403,0.742391,-0.629809,0.228465
LOGME,5.2178,2.5698,0.262,-0.473484,-0.840933
LOGME,4.43597,0.791647,-0.19418,-0.684502,0.702674
LOGME,1.47609,0.456663,0.0417009,0.438979,0.897529
LOGME,4.87724,1.61059,0.163978,-0.985661,-0.0397842
LOGME,5.59486,2.9868,0.119072,-0.0979394,-0.988043
LOGME,2.94121,1.05002,-0.850078,0.172657,0.497551
LOGME,5.25433,1.48764,0.514021,-0.853746,0.083064
LOGME,2.59933,1.87519,-0.817169,0.492349,-0.299711
LOGME,4.48794,2.92064,-0.0487786,-0.213661,-0.975689
LOGME,3.02187,2.47005,-0.617744,0.0743146,-0.78286
LOGME,1.8293,0.174232,-0.0443142,0.167593,0.98486
LOGME,1.03578,2.76057,0.1896,0.319904,-0.928285
LOGME,5.80839,2.20823,0.714735,-0.367379,-0.595136
LOGME,4.72221,3.11402,0.000270688,-0.0275632,-0.99962
LOGME,3.0924,0.646237,-0.601458,0.0296096,0.798356
LOGME,3.58765,1.68783,-0.895983,-0.428462,-0.116771
LOGME,3.54744,1.39236,-0.904182,-0.388528,0.177487
LOGME,4.87878,2.56228,0.0906725,-0.539885,-0.836841
LOGME,5.48013,1.51116,0.69328,-0.7182,0.0596053
LOGME,2.21577,2.40863,-0.402234,0.534667,-0.743195
LOGME,4.23626,1.11996,-0.412543,-0.799974,0.435717
LOGME,3.57358,2.33076,-0.658274,-0.303484,-0.688892
LOGME,2.42982,0.346882,-0.257425,0.222059,0.940437
LOGME,1.80129,0.53046,-0.115583,0.49255,0.862575
LOGME,3.37461,0.524077,-0.486889,-0.115555,0.865786
LOGME,0.161502,1.71917,0.976143,0.159034,-0.147829
LOGME,3.8847,1.13311,-0.666954,-0.612801,0.423848
LOGME,1.49732,1.06813,0.06433,0.873938,0.481761
LOGME,5.31829,2.44184,0.366776,-0.529384,-0.765002
LOGME,3.55041,0.662771,-0.564597,-0.244599,0.78829
LOGME,5.53984,2.16096,0.611679,-0.562281,-0.556496
LOGME,4.99543,1.44336,0.277016,-0.952424,0.127087
LOGME,4.66852,2.4849,-0.0267714,-0.609913,-0.792016
LOGME,3.25883,0.72497,-0.658562,-0.0775621,0.748519
LOGME,3.83875,0.110389,-0.0844603,-0.0707305,0.993913
LOGME,2.01433,3.13278,-0.00378233,0.00796109,-0.999961
LOGME,0.182162,1.02487,0.840506,0.154824,0.51921
LOGME,4.77088,2.3575,0.0412806,-0.704974,-0.708031
LOGME,6.2301,2.17961,0.819172,-0.0435229,-0.571894
LOGME,0.323978,0.972657,0.783393,0.263072,0.563106
LOGME,1.00178,2.33211,0.390053,0.609863,-0.689874
LOGME,5.76548,2.15107,0.726719,-0.413884,-0.548252
LOGME,3.72048,2.76838,-0.305202,-0.199472,-0.931162
LOGME,4.09956,3.07891,-0.0360314,-0.051244,-0.998036
LOGME,5.65465,2.00593,0.733512,-0.533172,-0.42153
LOGME,3.58488,1.3238,-0.87593,-0.415895,0.244496
LOGME,2.41261,2.38977,-0.509398,0.454936,-0.730443
LOGME,5.22591,0.899329,0.384604,-0.681929,0.622136
LOGME,0.0762976,1.66237,0.992913,0.0759042,-0.0914489
LOGME,3.4621,1.96888,-0.874862,-0.290411,-0.387657
LOGME,0.417719,0.254683,0.230276,0.102206,0.967743
LOGME,0.527644,1.16953,0.795368,0.463505,0.390581
LOGME,1.85139,1.75001,-0.272489,0.945502,-0.178255
LOGME,3.57307,1.15812,-0.832091,-0.383108,0.401064
LOGME,1.7509,1.16968,-0.164914,0.905733,0.390451
LOGME,0.389427,0.547951,0.481935,0.197779,0.853594
LOGME,5.78844,1.40105,0.86744,-0.467986,0.168928
LOGME,3.47578,0.537102,-0.483342,-0.167822,0.859195
LOGME,1.01873,0.164561,0.0859142,0.139483,0.98649
LOGME,4.88798,2.60398,0.0894562,-0.504211,-0.858935
LOGME,3.49108,2.90698,-0.218413,-0.0795996,-0.972605
LOGME,5.02748,2.70697,0.13049,-0.400341,-0.907028
LOGME,5.53739,0.357301,0.256906,-0.237323,0.936844
LOGME,5.05968,1.72489,0.336317,-0.929158,-0.153481
LOGME,4.00831,0.668199,-0.401068,-0.472245,0.784939
LOGME,5.5161,0.303771,0.215349,-0.207602,0.954215
LOGME,2.49839,2.52927,-0.459917,0.344727,-0.818315
LOGME,3.67669,2.86861,-0.231921,-0.137479,-0.962971
LOGME,6.27457,2.07241,0.876774,-0.00755341,-0.480843
LOGME,4.11402,2.97926,-0.091043,-0.133543,-0.986852
LOGME,1.40404,0.0607016,0.0100695,0.0598228,0.998158
LOGME,5.13466,0.222731,0.0905297,-0.201491,0.975298
LOGME,0.596647,0.767927,0.574628,0.390301,0.719352
LOGME,2.75696,0.320638,-0.292145,0.118258,0.949034
LOGME,0.771238,0.178652,0.127422,0.123863,0.984084
LOGME,4.17697,1.43234,-0.505317,-0.851825,0.138016
LOGME,2.74057,2.86711,-0.249543,0.105805,-0.962566
LOGME,1.83911,2.41396,-0.176325,0.641307,-0.746749
LOGME,0.923625,2.85627,0.169707,0.224554,-0.95957
LOGME,1.19629,2.35719,0.25841,0.657443,-0.707808
LOGME,2.59936,2.45046,-0.545975,0.328935,-0.770528
LOGME,5.77776,0.322786,0.27755,-0.153586,0.948355
LOGME,3.26018,0.840609,-0.739817,-0.0881434,0.667009
LOGME,4.77495,0.380448,0.0232148,-0.37061,0.928498
LOGME,3.9059,0.667992,-0.447129,-0.428655,0.785067
LOGME,2.48784,1.65372,-0.791081,0.606077,-0.0828278
LOGME,1.28965,2.76387,0.102327,0.354328,-0.929506
LOGME,0.46355,1.27183,0.854792,0.427292,0.294536
LOGME,0.881569,1.51413,0.634921,0.770499,0.0566375
LOGME,3.89477,0.999943,-0.613848,-0.57551,0.54035
LOGME,4.4458,1.5926,-0.263378,-0.964446,-0.0218002
LOGME,5.42951,1.95514,0.609271,-0.698713,-0.374952
LOGME,2.95682,0.0577183,-0.0567043,0.0105984,0.998335
LOGME,5.09493,1.33656,0.363086,-0.902385,0.2321
LOGME,3.11471,2.40528,-0.671317,0.0180525,-0.740951
LOGME,3.60283,1.48499,-0.892207,-0.443422,0.0856977
LOGME,3.59747,0.0442632,-0.0397298,-0.0194806,0.999021
LOGME,5.01636,2.66085,0.138412,-0.441242,-0.88665
LOGME,4.02425,2.0835,-0.553438,-0.673115,-0.490533
LOGME,5.57111,0.475185,0.346332,-0.298936,0.889208
LOGME,2.69212,1.11134,-0.807272,0.389434,0.443457
